question,options,right_answer
新民主主义革命的伟大胜利为当代中国发展进步奠定了根本政治前提.,"['对', '错']",['对']
"依据香港特别行政区基本法,香港特别行政区享有1.独立的外交权2.行政管理权3.独立的防务权4.独立的司法权和终审权5.立法权","['235', '135', '245', '234']",['245']
在世纪之交中国已经总体上实现的低水平、不全面、发展很不平衡的小康目标.,"['对', '错']",['对']
中国共产党第八次全国代表大会最主要的贡献表现在(),"['坚持既反保守又反冒进的方针', '正确指出国内的主要矛盾', '坚持在综合平衡中稳步前进', '提出了正确处理“十大关系”']",['正确指出国内的主要矛盾']
"建国初期,我国在经济建设上主要采取的模式是","['苏联模式', '东欧模式', '美国模式', '德国模式']",['苏联模式']
构建社会主义和谐社会应遵循的原则(),"['以人为本', '科学发展', '改革开放', '以上都是']",['以上都是']
"我国对外开放必须适应经济全球化趋势的新发展做到①转变对外贸易增长方式,提高对外贸易效益②坚持“引进来”和“走出去”相结合战略③切实维护国家安全④着力提高自我发展能力","['①②③', '①②④', '②③④', '①③④']",['①②③']
"实行何种所有制结构,是由","['社会制度的性质决定的', '生产关系的性质决定的', '人们的社会关系决定的', '生产力的状况决定的']",['生产力的状况决定的']
党的历史文献中第一次提出我国社会主义制度还处于“初级的阶段”这一判断的是,"['1981年《关于建国以来党的若干历史问题的决议》', '1982年党的十二大报告', '1986年《中共中央关于社会主义精神文明建设指导方针的决议》', '1987年十三大报告']",['1981年《关于建国以来党的若干历史问题的决议》']
"随着社会主义改造的基本完成,社会主义经济成分已占","['比较优势', '部分优势', '绝对优势', '领导地位']",['绝对优势']
实行对外开放是,"['我国的长期基本国策', '权宜之计', '实现工业化时期的政策', '发达社会主义的政策']",['我国的长期基本国策']
第一次明确提出“构建社会主义和谐社会”是在党的,"['十六届三中全会', '十六届四中全会', '十六届五中全会', '十七大']",['十六届四中全会']
"坚持实事求是的思想路线,就要大力弘扬与时俱进精神,推进理论创新.","['对', '错']",['对']
"改革开放以来,我国出现了一些新的社会阶层()","['他们是民营科技企业的创业人员和技术人员、受聘于外资企业的管理技术人员、个体户、私营企业主、中介组织从业人员、自由职业人员等', '他们是在党和国家改革开放政策的允许下出现的', '他们是在社会主义公有制和社会主义上层建筑主导国家政治经济生活的总的条件下存在和发展的', '以上都是']",['以上都是']
"对“什么是社会主义,怎样建设社会主义”这个基本理论问题,我们过去①已经搞清楚②没有完全搞清楚③什么也不清楚④不是完全清醒的⑤处于摸索之中","['①②③', '②③', '①④⑤', '②④']",['②④']
中国共产党对中国的政治领导是通过,"['法定程序使自己的路线和政策成为国家意志而实现', '共产党员的先锋模范作用来实现', '强有力的思想政治工作和宣传教育工作来实现', '党的全国代表大会向全国人民代表大会提出建议来实现']",['法定程序使自己的路线和政策成为国家意志而实现']
"1989年,邓小平对江泽民等新的中央领导作出了()的“政治交代”.","['必须坚持以经济建设为中心', '要聚精会神地抓党的建设', '必须坚持四项基本原则', '必须坚持改革开放']",['要聚精会神地抓党的建设']
对公民科学文化素质的要求是(),"['有素质', '有道德', '有理想', '有文化']",['有文化']
以毛泽东为代表的中国共产党人开始探索中国自己的社会主义建设道路的标志是(),"['1956年1月召开的最高国务会议', '《论十大关系》的发表', '中共八大的召开', '《关于正确处理人民内部矛盾的问题》的发表']",['《论十大关系》的发表']
我们的改革①对象是具体体制②目的是解放生产力③原则是坚持社会主义方向④性质是社会主义制度的自我完善和发展,"['①②③', '②③④', '②③', '①②③④']",['①②③④']
"新世纪新阶段,加强党的先进性建设,要紧密结合贯彻落实科学发展观的实践、____、加强党的执政能力建设的实践和保持党同人民群众血肉联系的实践,使党的建设的各项工作经得起实践、历史、人民的检验.","['构建社会主义和谐社会的实践', '严肃党纪', '维护中央权威', '建立集体领导和个人负责的责任制']",['构建社会主义和谐社会的实践']
社会主义初级阶段的起点是在,"['中国人民共和国成立', '党的十一届三中全会召开', '对生产资料的社会主义改造完成之时', '提出社会主义初级阶段理论之时']",['对生产资料的社会主义改造完成之时']
"为了纪念中国共产党建党90周年,重庆市教育工作委等部门将15000套含有《记忆?我爱你中国》,《信念》等内容的“红色光碟”下发到全市所有学校.一股“信念”与“记忆”的热潮在全市学生中掀起.该活动的主要目的是","['实施素质教育,提高学生的文艺素养', '奏响主旋律,提高学生的思想道德水准', '培养爱国情感,促进民族文化繁荣', '发展教育事业,提升教育现代化水平']","['奏响主旋律,提高学生的思想道德水准']"
"“三个代表”重要思想,是在科学判断党的()的基础上提出来的","['历史方位', '指导思想', '历史经验', '现实基础']",['历史方位']
"毛泽东指出,中国新民主主义社会是：","['独立性质的社会', '过渡性质的社会', '发展性质的社会', '和谐性质的社会']",['过渡性质的社会']
"邓小平允许一部分人先富起来,最终实现共同富裕思想的含义是①否定了平均主义②手段是诚实劳动与合法经营③目的是为了实现共同富裕④同等同步富裕","['①', '①②', '①②③', '④']",['①②③']
"十七大报告指出,当前和今后一个时期国际局势发展的基本态势是①局部稳定、总体动荡②总体和平、局部战争③总体缓和、局部紧张④总体稳定、局部动荡","['①④', '①③④', '①②③④', '②③④']",['②③④']
基层民主是社会主义民主的基础性工程.当前我国基层群众性自治组织主要有①村民委员会②居民委员会③职工代表大会④董事会,"['①②③④', '①②③', '①③④', '②③④']",['①②③']
消灭剥削的物质前提是,"['实行社会主义公有制', '实行按劳分配', '实行人民民主专政', '生产力高度发达']",['生产力高度发达']
社会主义是,"['没有剥削的社会制度', '一种模式', '生产力水平高度发达的社会', '共产主义第一阶段']",['没有剥削的社会制度']
"目前我国文化产品种类繁多,良莠不齐,这说明我国文化市场要","['严格规范,整齐划一', '言论自由,顺其自然', '加强管理,正确引导', '全面开放,海纳百川']","['加强管理,正确引导']"
"胡锦涛在“七一”讲话中说,90年来,中国共产党团结带领人民完成了三件大事①完成了新民主主义革命,实现了民族独立、人民解放②完成了社会主义革命,确立了社会主义基本制度③进行了改革开放新的伟大革命,开创、坚持、发展了中国特色社会主义④建立起了社会主义和谐社会","['①②④', '①②③', '②③④', '①③④']",['①②③']
具有中国特色的社会主义改造道路的内容是()①社会主义工业化和社会主义改造同时并举②通过一系列逐步过渡的由低级到高级的社会主义改造形式③和平改造特别是对资产阶级实现了和平赎买④对内改造和对外开放相结合⑤对经济制度的改造与对人的改造相结合,"['①②③④⑤', '①②③', '②③④', '①②③⑤']",['①②③⑤']
